ACCEPT IT	EXCEPT AT
SAINT POPE	PAINT SOAP
SAINT PORT	PAINT SORT
SAINT POUND	PAINT SOUND
SAKE BACK	BAKE SACK
SAKE BAD	BAKE SAD
SAKE BADLY	BAKE SADLY
SAKE BAND	BAKE SAND
SAKE BAY	BAKE SAY
SAKE BE	BAKE SEA
SAKE BEAM	BAKE SEEM
SAKE BEAN	BAKE SCENE
SAKE BEAT	BAKE SEAT
SAKE BEE	BAKE SEA
SAKE BELL	BAKE CELL
SAKE BEND	BAKE SEND
SAKE BET	BAKE SET
SAKE BIT	BAKE SIT
SAKE BITE	BAKE CITE
SAKE BLOW	BAKE SLOW
SAKE BOARD	BAKE SWORD
SAKE BOIL	BAKE SOIL
SAKE BOOT	BAKE SUIT
SAKE BOSS	BAKE SAUCE
SAKE BOWL	BAKE SOLE
SAKE BUCK	BAKE SUCK
SAKE BUY	BAKE SIGH
SAKE BY	BAKE SIGH
SAKE BYE	BAKE SIGH
SAKE CALORIE	CAKE SALARY
SAKE CAVE	CAKE SAVE
SAKE CLIP	CAKE SLIP
SAKE COAL	CAKE SOLE
SAKE COLLECT	CAKE SELECT
SAKE COLLECTION	CAKE SELECTION
SAKE COME	CAKE SOME
SAKE COPE	CAKE SOAP
SAKE CORD	CAKE SWORD
SAKE COURSE	CAKE SOURCE
SAKE COURT	CAKE SORT
SAKE CURTAIN	CAKE CERTAIN
SAKE CURVE	CAKE SERVE
SAKE FAIL	FAKE SAIL
SAKE FAME	FAKE SAME
SAKE FAULT	FAKE SALT
SAKE FEE	FAKE SEA
SAKE FEED	FAKE SEED
SAKE FEEL	FAKE SEAL
SAKE FEELING	FAKE CEILING
SAKE FENCE	FAKE SENSE
SAKE FIGHT	FAKE CITE
SAKE FINE	FAKE SIGN
SAKE FIT	FAKE SIT
SAKE FIX	FAKE SIX
SAKE FLIGHT	FAKE SLIGHT
SAKE FLIP	FAKE SLIP
SAKE FLOW	FAKE SLOW
SAKE FORCE	FAKE SOURCE
SAKE FOUND	FAKE SOUND
SAKE FUCK	FAKE SUCK
SAKE FUN	FAKE SON
SAKE FUNNY	FAKE SUNNY
SAKE KEY	CAKE SEA
SAKE KICK	CAKE SICK
SAKE KING	CAKE SING
SAKE KIT	CAKE SIT
SAKE LACK	LAKE SACK
SAKE LAND	LAKE SAND
SAKE LAY	LAKE SAY
SAKE LEAK	LAKE SEEK
SAKE LEAN	LAKE SCENE
SAKE LEND	LAKE SEND
SAKE LET	LAKE SET
SAKE LIE	LAKE SIGH
SAKE LIGHT	LAKE CITE
SAKE LINE	LAKE SIGN
SAKE LINK	LAKE SINK
SAKE LOCK	LAKE SOCK
SAKE LOCKER	LAKE SOCCER
SAKE LONG	LAKE SONG
SAKE LOOP	LAKE SOUP
SAKE LORD	LAKE SWORD
SAKE LOSS	LAKE SAUCE
SAKE LOW	LAKE SO
SAKE LUCK	LAKE SUCK
SAKE MAD	MAKE SAD
SAKE MAIL	MAKE SAIL
SAKE MALE	MAKE SAIL
SAKE MAY	MAKE SAY
SAKE ME	MAKE SEA
SAKE MEAL	MAKE SEAL
SAKE MEAN	MAKE SCENE
SAKE MEAT	MAKE SEAT
SAKE MEET	MAKE SEAT
SAKE METAL	MAKE SETTLE
SAKE MIGHT	MAKE CITE
SAKE MILK	MAKE SILK
SAKE MINE	MAKE SIGN
SAKE MIX	MAKE SIX
SAKE MONEY	MAKE SUNNY
SAKE MOON	MAKE SOON
SAKE MOUTH	MAKE SOUTH
SAKE MUCH	MAKE SUCH
SAKE MY	MAKE SIGH
SAKE ONE	WAKE SON
SAKE SHAME	SHAKE SAME
SAKE SHE	SHAKE SEA
SAKE SHEET	SHAKE SEAT
SAKE SHELF	SHAKE SELF
SAKE SHELL	SHAKE CELL
SAKE SHINE	SHAKE SIGN
SAKE SHIT	SHAKE SEAT
SAKE SHOCK	SHAKE SOCK
SAKE SHOE	SHAKE SUE
SAKE SHOOT	SHAKE SUIT
SAKE SHORT	SHAKE SORT
SAKE SHOW	SHAKE SO
SAKE SHUTTLE	SHAKE SUBTLE
SAKE SHY	SHAKE SIGH
SAKE TAIL	TAKE SAIL
SAKE TALE	TAKE SAIL
SAKE TEA	TAKE SEA
SAKE TEAM	TAKE SEEM
SAKE TEEN	TAKE SCENE
SAKE TELL	TAKE CELL
SAKE TEND	TAKE SEND
SAKE TENT	TAKE CENT
SAKE TIDE	TAKE SIDE
SAKE TIE	TAKE SIGH
SAKE TIGHT	TAKE CITE
SAKE TO	TAKE SUE
SAKE TOE	TAKE SO
SAKE TOLL	TAKE SOLE
SAKE TOO	TAKE SUE
SAKE TOSS	TAKE SAUCE
SAKE TOUCH	TAKE SUCH
SAKE TUCK	TAKE SUCK
SAKE TUNE	TAKE SOON
SAKE TWO	TAKE SUE
SAKE WALK	WAKE SOCK
SAKE WAVE	WAKE SAVE
SAKE WAY	WAKE SAY
SAKE WE	WAKE SEA
SAKE WEAK	WAKE SEEK
SAKE WEED	WAKE SEED
SAKE WEEK	WAKE SEEK
SAKE WEIGH	WAKE SAY
SAKE WELL	WAKE CELL
SAKE WET	WAKE SET
SAKE WHALE	WAKE SAIL
SAKE WHEAT	WAKE SEAT
SAKE WHEEL	WAKE SEAL
SAKE WHITE	WAKE CITE
SAKE WHOA	WAKE SO
SAKE WHY	WAKE SIGH
SAKE WIDE	WAKE SIDE
SAKE WIN	WAKE SIN
SAKE WINE	WAKE SIGN
SAKE WING	WAKE SING
SAKE WISE	WAKE SIZE
SAKE WOUND	WAKE SOUND
SALARY CAKE	CALORIE SAKE
SALARY CAVE	CALORIE SAVE
SALARY CLIP	CALORIE SLIP
SALARY COAL	CALORIE SOLE
SALARY COLLECT	CALORIE SELECT
SALARY COLLECTION	CALORIE SELECTION
SALARY COME	CALORIE SOME
SALARY COPE	CALORIE SOAP
SALARY CORD	CALORIE SWORD
SALARY COURSE	CALORIE SOURCE
SALARY COURT	CALORIE SORT
SALARY CURTAIN	CALORIE CERTAIN
SALARY CURVE	CALORIE SERVE
SALARY GAME	GALLERY SAME
SALARY GAY	GALLERY SAY
SALARY GET	GALLERY SET
SALARY GO	GALLERY SO
SALARY GOAL	GALLERY SOLE
SALARY GUIDE	GALLERY SIDE
SALARY GUN	GALLERY SON
SALARY GUY	GALLERY SIGH
SALARY KEY	CALORIE SEA
SALARY KICK	CALORIE SICK
SALARY KING	CALORIE SING
SALARY KIT	CALORIE SIT
SALE FAKE	FAIL SAKE
SALE FAME	FAIL SAME
SALE FAULT	FAIL SALT
SALE FEE	FAIL SEA
SALE FEED	FAIL SEED
SALE FEEL	FAIL SEAL
SALE FEELING	FAIL CEILING
SALE FENCE	FAIL SENSE
SALE FIGHT	FAIL CITE
SALE FINE	FAIL SIGN
SALE FIT	FAIL SIT
SALE FIX	FAIL SIX
SALE FLIGHT	FAIL SLIGHT
SALE FLIP	FAIL SLIP
SALE FLOW	FAIL SLOW
SALE FORCE	FAIL SOURCE
SALE FOUND	FAIL SOUND
SALE FUCK	FAIL SUCK
SALE FUN	FAIL SON
SALE FUNNY	FAIL SUNNY
SALE GENE	JAIL SCENE
SALE JET	JAIL SET
SALE JUNE	JAIL SOON
SALE KNEE	NAIL SEA
SALE KNOCK	NAIL SOCK
SALE KNOW	NAIL SO
SALE MAD	MAIL SAD
SALE MAKE	MAIL SAKE
SALE MALE	MAIL SAIL
SALE MAY	MAIL SAY
SALE ME	MAIL SEA
SALE MEAL	MAIL SEAL
SALE MEAN	MAIL SCENE
SALE MEAT	MAIL SEAT
SALE MEET	MAIL SEAT
SALE METAL	MAIL SETTLE
SALE MIGHT	MAIL CITE
SALE MILK	MAIL SILK
SALE MINE	MAIL SIGN
SALE MIX	MAIL SIX
SALE MONEY	MAIL SUNNY
SALE MOON	MAIL SOON
SALE MOUTH	MAIL SOUTH
SALE MUCH	MAIL SUCH
SALE MY	MAIL SIGH
SALE NAME	NAIL SAME
SALE NEED	NAIL SEED
SALE NERVE	NAIL SERVE
SALE NERVOUS	NAIL SERVICE
SALE NET	NAIL SET
SALE NEW	NAIL SUE
SALE NIGHT	NAIL CITE
SALE NINE	NAIL SIGN
SALE NO	NAIL SO
SALE NONE	NAIL SON
SALE NOON	NAIL SOON
SALE ONE	WHALE SON
SALE PACK	PALE SACK
SALE PAD	PALE SAD
SALE PAINT	PALE SAINT
SALE PAY	PALE SAY
SALE PEACE	PALE CEASE
SALE PEAK	PALE SEEK
SALE PEEL	PALE SEAL
SALE PER	PALE SIR
SALE PET	PALE SET
SALE PICK	PALE SICK
SALE PIE	PALE SIGH
SALE PIECE	PALE CEASE
SALE PIN	PALE SIN
SALE PINE	PALE SIGN
SALE PINK	PALE SINK
SALE PIT	PALE SIT
SALE POLE	PALE SOLE
SALE POLL	PALE SOLE
SALE POLLUTION	PALE SOLUTION
SALE POPE	PALE SOAP
SALE PORT	PALE SORT
SALE POUND	PALE SOUND
SALE RACK	RAIL SACK
SALE RAY	RAIL SAY
SALE RE	RAIL SAY
SALE REAL	RAIL SEAL
SALE REALLY	RAIL SILLY
SALE REASON	RAIL SEASON
SALE REFER	RAIL SUFFER
SALE RENT	RAIL CENT
SALE REPLY	RAIL SUPPLY
SALE REPORTER	RAIL SUPPORTER
SALE RESPECT	RAIL SUSPECT
SALE RIDE	RAIL SIDE
SALE RIGHT	RAIL CITE
SALE RING	RAIL SING
SALE RISE	RAIL SIZE
SALE ROCK	RAIL SOCK
SALE ROLE	RAIL SOLE
SALE ROLL	RAIL SOLE
SALE ROOT	RAIL SUIT
SALE ROPE	RAIL SOAP
SALE ROUND	RAIL SOUND
SALE ROW	RAIL SO
SALE RUN	RAIL SON
SALE TAKE	TAIL SAKE
SALE TALE	TAIL SAIL
SALE TEA	TAIL SEA
SALE TEAM	TAIL SEEM
SALE TEEN	TAIL SCENE
SALE TELL	TAIL CELL
SALE TEND	TAIL SEND
SALE TENT	TAIL CENT
SALE TIDE	TAIL SIDE
SALE TIE	TAIL SIGH
SALE TIGHT	TAIL CITE
SALE TO	TAIL SUE
SALE TOE	TAIL SO
SALE TOLL	TAIL SOLE
SALE TOO	TAIL SUE
SALE TOSS	TAIL SAUCE
SALE TOUCH	TAIL SUCH
SALE TUCK	TAIL SUCK
SALE TUNE	TAIL SOON
SALE TWO	TAIL SUE
SALE WAKE	WHALE SAKE
SALE WALK	WHALE SOCK
SALE WAVE	WHALE SAVE
SALE WAY	WHALE SAY
SALE WE	WHALE SEA
SALE WEAK	WHALE SEEK
SALE WEED	WHALE SEED
SALE WEEK	WHALE SEEK
SALE WEIGH	WHALE SAY
SALE WELL	WHALE CELL
SALE WET	WHALE SET
SALE WHEAT	WHALE SEAT
SALE WHEEL	WHALE SEAL
SALE WHITE	WHALE CITE
SALE WHOA	WHALE SO
SALE WHY	WHALE SIGH
SALE WIDE	WHALE SIDE
SALE WIN	WHALE SIN
SALE WINE	WHALE SIGN
SALE WING	WHALE SING
SALE WISE	WHALE SIZE
SALE WOUND	WHALE SOUND
SALE WRITE	RAIL CITE
SALE WRONG	RAIL SONG
SALT FAIL	FAULT SAIL
SALT FAKE	FAULT SAKE
SALT FAME	FAULT SAME
SALT FEE	FAULT SEA
SALT FEED	FAULT SEED
SALT FEEL	FAULT SEAL
SALT FEELING	FAULT CEILING
SALT FENCE	FAULT SENSE
SALT FIGHT	FAULT CITE
SALT FINE	FAULT SIGN
SALT FIT	FAULT SIT
SALT FIX	FAULT SIX
SALT FLIGHT	FAULT SLIGHT
SALT FLIP	FAULT SLIP
SALT FLOW	FAULT SLOW
SALT FORCE	FAULT SOURCE
SALT FOUND	FAULT SOUND
SALT FUCK	FAULT SUCK
SALT FUN	FAULT SON
SALT FUNNY	FAULT SUNNY
SAME FAIL	FAME SAIL
SAME FAKE	FAME SAKE
SAME FAULT	FAME SALT
SAME FEE	FAME SEA
SAME FEED	FAME SEED
SAME FEEL	FAME SEAL
SAME FEELING	FAME CEILING
SAME FENCE	FAME SENSE
SAME FIGHT	FAME CITE
SAME FINE	FAME SIGN
SAME FIT	FAME SIT
SAME FIX	FAME SIX
SAME FLIGHT	FAME SLIGHT
SAME FLIP	FAME SLIP
SAME FLOW	FAME SLOW
SAME FORCE	FAME SOURCE
SAME FOUND	FAME SOUND
SAME FUCK	FAME SUCK
SAME FUN	FAME SON
SAME FUNNY	FAME SUNNY
SAME GALLERY	GAME SALARY
SAME GAY	GAME SAY
SAME GET	GAME SET
SAME GO	GAME SO
SAME GOAL	GAME SOLE
SAME GUIDE	GAME SIDE
SAME GUN	GAME SON
SAME GUY	GAME SIGH
SAME KNEE	NAME SEA
SAME KNOCK	NAME SOCK
SAME KNOW	NAME SO
SAME NAIL	NAME SAIL
SAME NEED	NAME SEED
SAME NERVE	NAME SERVE
SAME NERVOUS	NAME SERVICE
SAME NET	NAME SET
SAME NEW	NAME SUE
SAME NIGHT	NAME CITE
SAME NINE	NAME SIGN
SAME NO	NAME SO
SAME NONE	NAME SON
SAME NOON	NAME SOON
SAME SHAKE	SHAME SAKE
SAME SHE	SHAME SEA
SAME SHEET	SHAME SEAT
SAME SHELF	SHAME SELF
SAME SHELL	SHAME CELL
SAME SHINE	SHAME SIGN
SAME SHIT	SHAME SEAT
SAME SHOCK	SHAME SOCK
SAME SHOE	SHAME SUE
SAME SHOOT	SHAME SUIT
SAME SHORT	SHAME SORT
SAME SHOW	SHAME SO
SAME SHUTTLE	SHAME SUBTLE
SAME SHY	SHAME SIGH
SAND BACK	BAND SACK
SAND BAD	BAND SAD
SAND BADLY	BAND SADLY
SAND BAKE	BAND SAKE
SAND BAY	BAND SAY
SAND BE	BAND SEA
SAND BEAM	BAND SEEM
SAND BEAN	BAND SCENE
SAND BEAT	BAND SEAT
SAND BEE	BAND SEA
SAND BELL	BAND CELL
SAND BEND	BAND SEND
SAND BET	BAND SET
SAND BIT	BAND SIT
SAND BITE	BAND CITE
SAND BLOW	BAND SLOW
SAND BOARD	BAND SWORD
SAND BOIL	BAND SOIL
SAND BOOT	BAND SUIT
SAND BOSS	BAND SAUCE
SAND BOWL	BAND SOLE
SAND BUCK	BAND SUCK
SAND BUY	BAND SIGH
SAND BY	BAND SIGH
SAND BYE	BAND SIGH
SAND HE	HAND SEA
SAND HEAL	HAND SEAL
SAND HEAT	HAND SEAT
SAND HEAVEN	HAND SEVEN
SAND HEEL	HAND SEAL
SAND HEIGHT	HAND CITE
SAND HELL	HAND CELL
SAND HENCE	HAND SENSE
SAND HER	HAND SIR
SAND HEY	HAND SAY
SAND HI	HAND SIGH
SAND HIDE	HAND SIDE
SAND HIGH	HAND SIGH
SAND HIT	HAND SIT
SAND HOLE	HAND SOLE
SAND HONEY	HAND SUNNY
SAND HOPE	HAND SOAP
SAND HORSE	HAND SOURCE
SAND LACK	LAND SACK
SAND LAKE	LAND SAKE
SAND LAY	LAND SAY
SAND LEAK	LAND SEEK
SAND LEAN	LAND SCENE
SAND LEND	LAND SEND
SAND LET	LAND SET
SAND LIE	LAND SIGH
SAND LIGHT	LAND CITE
SAND LINE	LAND SIGN
SAND LINK	LAND SINK
SAND LOCK	LAND SOCK
SAND LOCKER	LAND SOCCER
SAND LONG	LAND SONG
SAND LOOP	LAND SOUP
SAND LORD	LAND SWORD
SAND LOSS	LAND SAUCE
SAND LOW	LAND SO
SAND LUCK	LAND SUCK
SAND WHO	HAND SUE
SAND WHOLE	HAND SOLE
SAUCE BACK	BOSS SACK
SAUCE BAD	BOSS SAD
SAUCE BADLY	BOSS SADLY
SAUCE BAKE	BOSS SAKE
SAUCE BAND	BOSS SAND
SAUCE BAY	BOSS SAY
SAUCE BE	BOSS SEA
SAUCE BEAM	BOSS SEEM
SAUCE BEAN	BOSS SCENE
SAUCE BEAT	BOSS SEAT
SAUCE BEE	BOSS SEA
SAUCE BELL	BOSS CELL
SAUCE BEND	BOSS SEND
SAUCE BET	BOSS SET
SAUCE BIT	BOSS SIT
SAUCE BITE	BOSS CITE
SAUCE BLOW	BOSS SLOW
SAUCE BOARD	BOSS SWORD
SAUCE BOIL	BOSS SOIL
SAUCE BOOT	BOSS SUIT
SAUCE BOWL	BOSS SOLE
SAUCE BUCK	BOSS SUCK
SAUCE BUY	BOSS SIGH
SAUCE BY	BOSS SIGH
SAUCE BYE	BOSS SIGH
SAUCE LACK	LOSS SACK
SAUCE LAKE	LOSS SAKE
SAUCE LAND	LOSS SAND
SAUCE LAY	LOSS SAY
SAUCE LEAK	LOSS SEEK
SAUCE LEAN	LOSS SCENE
SAUCE LEND	LOSS SEND
SAUCE LET	LOSS SET
SAUCE LIE	LOSS SIGH
SAUCE LIGHT	LOSS CITE
SAUCE LINE	LOSS SIGN
SAUCE LINK	LOSS SINK
SAUCE LOCK	LOSS SOCK
SAUCE LOCKER	LOSS SOCCER
SAUCE LONG	LOSS SONG
SAUCE LOOP	LOSS SOUP
SAUCE LORD	LOSS SWORD
SAUCE LOW	LOSS SO
SAUCE LUCK	LOSS SUCK
SAUCE TAIL	TOSS SAIL
SAUCE TAKE	TOSS SAKE
SAUCE TALE	TOSS SAIL
SAUCE TEA	TOSS SEA
SAUCE TEAM	TOSS SEEM
SAUCE TEEN	TOSS SCENE
SAUCE TELL	TOSS CELL
SAUCE TEND	TOSS SEND
SAUCE TENT	TOSS CENT
SAUCE TIDE	TOSS SIDE
SAUCE TIE	TOSS SIGH
SAUCE TIGHT	TOSS CITE
SAUCE TO	TOSS SUE
SAUCE TOE	TOSS SO
SAUCE TOLL	TOSS SOLE
SAUCE TOO	TOSS SUE
SAUCE TOUCH	TOSS SUCH
SAUCE TUCK	TOSS SUCK
SAUCE TUNE	TOSS SOON
SAUCE TWO	TOSS SUE
SAVE CAKE	CAVE SAKE
SAVE CALORIE	CAVE SALARY
SAVE CLIP	CAVE SLIP
SAVE COAL	CAVE SOLE
SAVE COLLECT	CAVE SELECT
SAVE COLLECTION	CAVE SELECTION
SAVE COME	CAVE SOME
SAVE COPE	CAVE SOAP
SAVE CORD	CAVE SWORD
SAVE COURSE	CAVE SOURCE
SAVE COURT	CAVE SORT
SAVE CURTAIN	CAVE CERTAIN
SAVE CURVE	CAVE SERVE
SAVE KEY	CAVE SEA
SAVE KICK	CAVE SICK
SAVE KING	CAVE SING
SAVE KIT	CAVE SIT
SAVE ONE	WAVE SON
SAVE WAKE	WAVE SAKE
SAVE WALK	WAVE SOCK
SAVE WAY	WAVE SAY
SAVE WE	WAVE SEA
SAVE WEAK	WAVE SEEK
SAVE WEED	WAVE SEED
SAVE WEEK	WAVE SEEK
SAVE WEIGH	WAVE SAY
SAVE WELL	WAVE CELL
SAVE WET	WAVE SET
SAVE WHALE	WAVE SAIL
SAVE WHEAT	WAVE SEAT
SAVE WHEEL	WAVE SEAL
SAVE WHITE	WAVE CITE
SAVE WHOA	WAVE SO
SAVE WHY	WAVE SIGH
SAVE WIDE	WAVE SIDE
SAVE WIN	WAVE SIN
SAVE WINE	WAVE SIGN
SAVE WING	WAVE SING
SAVE WISE	WAVE SIZE
SAVE WOUND	WAVE SOUND
SAY ARISE	ARRAY SIZE
SAY AROUND	ARRAY SOUND
SAY BACK	BAY SACK
SAY BAD	BAY SAD
SAY BADLY	BAY SADLY
SAY BAKE	BAY SAKE
SAY BAND	BAY SAND
SAY BE	BAY SEA
SAY BEAM	BAY SEEM
SAY BEAN	BAY SCENE
SAY BEAT	BAY SEAT
SAY BEE	BAY SEA
SAY BELL	BAY CELL
SAY BEND	BAY SEND
SAY BET	BAY SET
SAY BIT	BAY SIT
SAY BITE	BAY CITE
SAY BLOW	BAY SLOW
SAY BOARD	BAY SWORD
SAY BOIL	BAY SOIL
SAY BOOT	BAY SUIT
SAY BOSS	BAY SAUCE
SAY BOWL	BAY SOLE
SAY BUCK	BAY SUCK
SAY BUY	BAY SIGH
SAY BY	BAY SIGH
SAY BYE	BAY SIGH
SAY DAD	DAY SAD
SAY DEAL	DAY SEAL
SAY DEBT	DAY SET
SAY DEEM	DAY SEEM
SAY DIE	DAY SIGH
SAY DO	DAY SUE
SAY DOC	DAY SOCK
SAY DOUGH	DAY SO
SAY DUCK	DAY SUCK
SAY DUE	DAY SUE
SAY DUMB	DAY SOME
SAY DUTCH	DAY SUCH
SAY GALLERY	GAY SALARY
SAY GAME	GAY SAME
SAY GET	GAY SET
SAY GO	GAY SO
SAY GOAL	GAY SOLE
SAY GUIDE	GAY SIDE
SAY GUN	GAY SON
SAY GUY	GAY SIGH
SAY HAND	HEY SAND
SAY HE	HEY SEA
SAY HEAL	HEY SEAL
SAY HEAT	HEY SEAT
SAY HEAVEN	HEY SEVEN
SAY HEEL	HEY SEAL
SAY HEIGHT	HEY CITE
SAY HELL	HEY CELL
SAY HENCE	HEY SENSE
SAY HER	HEY SIR
SAY HI	HEY SIGH
SAY HIDE	HEY SIDE
SAY HIGH	HEY SIGH
SAY HIT	HEY SIT
SAY HOLE	HEY SOLE
SAY HONEY	HEY SUNNY
SAY HOPE	HEY SOAP
SAY HORSE	HEY SOURCE
SAY LACK	LAY SACK
SAY LAKE	LAY SAKE
SAY LAND	LAY SAND
SAY LEAK	LAY SEEK
SAY LEAN	LAY SCENE
SAY LEND	LAY SEND
SAY LET	LAY SET
SAY LIE	LAY SIGH
SAY LIGHT	LAY CITE
SAY LINE	LAY SIGN
SAY LINK	LAY SINK
SAY LOCK	LAY SOCK
SAY LOCKER	LAY SOCCER
SAY LONG	LAY SONG
SAY LOOP	LAY SOUP
SAY LORD	LAY SWORD
SAY LOSS	LAY SAUCE
SAY LOW	LAY SO
SAY LUCK	LAY SUCK
SAY MAD	MAY SAD
SAY MAIL	MAY SAIL
SAY MAKE	MAY SAKE
SAY MALE	MAY SAIL
SAY ME	MAY SEA
SAY MEAL	MAY SEAL
SAY MEAN	MAY SCENE
SAY MEAT	MAY SEAT
SAY MEET	MAY SEAT
SAY METAL	MAY SETTLE
SAY MIGHT	MAY CITE
SAY MILK	MAY SILK
SAY MINE	MAY SIGN
SAY MIX	MAY SIX
SAY MONEY	MAY SUNNY
SAY MOON	MAY SOON
SAY MOUTH	MAY SOUTH
SAY MUCH	MAY SUCH
SAY MY	MAY SIGH
SAY ONE	WAY SON
SAY PACK	PAY SACK
SAY PAD	PAY SAD
SAY PAINT	PAY SAINT
SAY PALE	PAY SAIL
SAY PEACE	PAY CEASE
SAY PEAK	PAY SEEK
SAY PEEL	PAY SEAL
SAY PER	PAY SIR
SAY PET	PAY SET
SAY PICK	PAY SICK
SAY PIE	PAY SIGH
SAY PIECE	PAY CEASE
SAY PIN	PAY SIN
SAY PINE	PAY SIGN
SAY PINK	PAY SINK
SAY PIT	PAY SIT
SAY POLE	PAY SOLE
SAY POLL	PAY SOLE
SAY POLLUTION	PAY SOLUTION
SAY POPE	PAY SOAP
SAY PORT	PAY SORT
SAY POUND	PAY SOUND
SAY RACK	RAY SACK
SAY RAIL	RAY SAIL
SAY REAL	RAY SEAL
SAY REALLY	RAY SILLY
SAY REASON	RAY SEASON
SAY REFER	RAY SUFFER
SAY RENT	RAY CENT
SAY REPLY	RAY SUPPLY
SAY REPORTER	RAY SUPPORTER
SAY RESPECT	RAY SUSPECT
SAY RIDE	RAY SIDE
SAY RIGHT	RAY CITE
SAY RING	RAY SING
SAY RISE	RAY SIZE
SAY ROCK	RAY SOCK
SAY ROLE	RAY SOLE
SAY ROLL	RAY SOLE
SAY ROOT	RAY SUIT
SAY ROPE	RAY SOAP
SAY ROUND	RAY SOUND
SAY ROW	RAY SO
SAY RUN	RAY SON
SAY THESE	THEY SEIZE
SAY THOUGH	THEY SO
SAY WAKE	WAY SAKE
SAY WALK	WAY SOCK
SAY WAVE	WAY SAVE
SAY WE	WAY SEA
SAY WEAK	WAY SEEK
SAY WEED	WAY SEED
SAY WEEK	WAY SEEK
SAY WELL	WAY CELL
SAY WET	WAY SET
SAY WHALE	WAY SAIL
SAY WHEAT	WAY SEAT
SAY WHEEL	WAY SEAL
SAY WHITE	WAY CITE
SAY WHO	HEY SUE
SAY WHOA	WAY SO
SAY WHOLE	HEY SOLE
SAY WHY	WAY SIGH
SAY WIDE	WAY SIDE
SAY WIN	WAY SIN
SAY WINE	WAY SIGN
SAY WING	WAY SING
SAY WISE	WAY SIZE
SAY WOUND	WAY SOUND
SAY WRITE	RAY CITE
SAY WRONG	RAY SONG
SCENE BACK	BEAN SACK
SCENE BAD	BEAN SAD
SCENE BADLY	BEAN SADLY
SCENE BAKE	BEAN SAKE
SCENE BAND	BEAN SAND
SCENE BAY	BEAN SAY
SCENE BE	BEAN SEA
SCENE BEAM	BEAN SEEM
SCENE BEAT	BEAN SEAT
SCENE BEE	BEAN SEA
SCENE BELL	BEAN CELL
SCENE BEND	BEAN SEND
SCENE BET	BEAN SET
SCENE BIT	BEAN SIT
SCENE BITE	BEAN CITE
SCENE BLOW	BEAN SLOW
SCENE BOARD	BEAN SWORD
SCENE BOIL	BEAN SOIL
SCENE BOOT	BEAN SUIT
SCENE BOSS	BEAN SAUCE
SCENE BOWL	BEAN SOLE
SCENE BUCK	BEAN SUCK
SCENE BUY	BEAN SIGH
SCENE BY	BEAN SIGH
SCENE BYE	BEAN SIGH
SCENE JAIL	GENE SAIL
SCENE JET	GENE SET
SCENE JUNE	GENE SOON
SCENE LACK	LEAN SACK
SCENE LAKE	LEAN SAKE
SCENE LAND	LEAN SAND
SCENE LAY	LEAN SAY
SCENE LEAK	LEAN SEEK
SCENE LEND	LEAN SEND
SCENE LET	LEAN SET
SCENE LIE	LEAN SIGH
SCENE LIGHT	LEAN CITE
SCENE LINE	LEAN SIGN
SCENE LINK	LEAN SINK
SCENE LOCK	LEAN SOCK
SCENE LOCKER	LEAN SOCCER
SCENE LONG	LEAN SONG
SCENE LOOP	LEAN SOUP
SCENE LORD	LEAN SWORD
SCENE LOSS	LEAN SAUCE
SCENE LOW	LEAN SO
SCENE LUCK	LEAN SUCK
SCENE MAD	MEAN SAD
SCENE MAIL	MEAN SAIL
SCENE MAKE	MEAN SAKE
SCENE MALE	MEAN SAIL
SCENE MAY	MEAN SAY
SCENE ME	MEAN SEA
SCENE MEAL	MEAN SEAL
SCENE MEAT	MEAN SEAT
SCENE MEET	MEAN SEAT
SCENE METAL	MEAN SETTLE
SCENE MIGHT	MEAN CITE
SCENE MILK	MEAN SILK
SCENE MINE	MEAN SIGN
SCENE MIX	MEAN SIX
SCENE MONEY	MEAN SUNNY
SCENE MOON	MEAN SOON
SCENE MOUTH	MEAN SOUTH
SCENE MUCH	MEAN SUCH
SCENE MY	MEAN SIGH
SCENE TAIL	TEEN SAIL
SCENE TAKE	TEEN SAKE
SCENE TALE	TEEN SAIL
SCENE TEA	TEEN SEA
SCENE TEAM	TEEN SEEM
SCENE TELL	TEEN CELL
SCENE TEND	TEEN SEND
SCENE TENT	TEEN CENT
SCENE TIDE	TEEN SIDE
SCENE TIE	TEEN SIGH
SCENE TIGHT	TEEN CITE
SCENE TO	TEEN SUE
SCENE TOE	TEEN SO
SCENE TOLL	TEEN SOLE
SCENE TOO	TEEN SUE
SCENE TOSS	TEEN SAUCE
SCENE TOUCH	TEEN SUCH
SCENE TUCK	TEEN SUCK
SCENE TUNE	TEEN SOON
SCENE TWO	TEEN SUE
SEA BACK	BE SACK
SEA BAD	BE SAD
SEA BADLY	BE SADLY
SEA BAKE	BE SAKE
SEA BAND	BE SAND
SEA BAY	BE SAY
SEA BEAM	BE SEEM
SEA BEAN	BE SCENE
SEA BEAT	BE SEAT
SEA BELL	BE CELL
SEA BEND	BE SEND
SEA BET	BE SET
SEA BIT	BE SIT
SEA BITE	BE CITE
SEA BLOW	BE SLOW
SEA BOARD	BE SWORD
SEA BOIL	BE SOIL
SEA BOOT	BE SUIT
SEA BOSS	BE SAUCE
SEA BOWL	BE SOLE
SEA BUCK	BE SUCK
SEA BUY	BE SIGH
